Robert,Radloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct 11 2021,2:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time(min),Line TC Setpoint(C),Line TC(C),Line Heater(%),Vaporizer TC(C),Vaporizer HeaterTC(C),Vaporizer Heater(%),Vaporizer Scale(lb),Vaporization(lb/h),Powder Feed Setpoint(g/h),Powder Scale(g),Powder Rate(g/h),Chamber TC Setpoint(C),Chamber TC1(C),Chamber TC2(C),Chamber Heater(%),MFC#0,MFC#1,MFC#2,MFC#3,ArMFC#1,ArMFC#2,ArMFC#3,XFMR Status,Vaccum Pump Outlet TC(C),Vaccum Pump Intlet TC(C),Inlet Valve Open,Inlet Valve Closed,Outlet Valve Open,Outlet Valve Closed,MKS Press/Pos,MKS Set Point,MKS Pressure(Torr),MKS Position(degrees),Injector TC(C),HG-412,HG-414,HG-416,PG-412,PG-414,PG-416,HG-418,MTS-414,HG-419,MH-481,MTS-420,Vibrator,Vibrator2,Bell Jar Press(Torr),Exhaust Press(Torr),Run-Time(min),Sub Run-Time(min)
2133,-17.778,-17.778,0,23.578,83.084,40,252.5,6.933,0,9990000,0,1410,1409.936,1416.626,57.613,6.933,17.923,36.775,0,0,19.75,1.182,1,0,0,1,0,1,1,0,0,300,294.204,7.317,0,1,1,1,0,1,0,0,1,1,1,1,0,233.116,758.364,2068.7,1057.85
2134,-17.778,-17.778,0,23.65,83.076,40,252.5,6.955,0,9990000,0,1410,1409.673,1416.024,57.674,6.955,17.904,37.094,0,0,19.701,1.327,1,0,0,1,0,1,1,0,0,300,294.085,7.32,0,1,1,1,0,1,0,0,1,1,1,1,0,232.769,758.713,2069.7,1058.85
2135,-17.778,-17.778,0,23.608,83.094,40.642,252.5,6.721,0,9990000,0,1410,1409.932,1416.112,57.594,6.92,17.917,36.98,0,0,19.746,1.342,1,0,0,1,0,1,1,0,0,300,294.128,7.345,0,1,1,1,0,1,0,0,1,1,1,1,0,233.207,758.511,2070.7,1059.85
2136,-17.778,-17.778,0,23.494,83.144,39.733,252.5,7.016,0,9990000,0,1410,1409.557,1416.793,57.737,6.908,17.926,36.928,0,0,19.775,1.332,1,0,0,1,0,1,1,0,0,300,294.095,7.282,0,1,1,1,0,1,0,0,1,1,1,1,0,232.808,758.584,2071.7,1060.85
2137,-17.778,-17.778,0,23.607,83.035,40.966,252.5,6.4,0,9990000,0,1410,1410.099,1416.737,57.567,6.717,17.915,36.797,0,0,19.726,1.168,1,0,0,1,0,1,1,0,0,300,294.132,7.314,0,1,1,1,0,1,0,0,1,1,1,1,0,233.013,758.336,2072.717,1061.867
2138,-17.778,-17.778,0,23.718,83.066,40.092,252.5,6.93,0,9990000,0,1410,1410.454,1416.656,57.489,6.94,17.919,36.783,0,0,19.745,1.18,1,0,0,1,0,1,1,0,0,300,294.095,7.297,0,1,1,1,0,1,0,0,1,1,1,1,0,232.97,758.353,2073.717,1062.867
2139,-17.778,-17.778,0,23.614,83.181,39.127,252.5,7.238,0,7060000,0,1410,1409.679,1416.53,57.661,6.941,17.918,36.988,0,0,19.754,1.342,1,0,0,1,0,1,1,0,0,300,294.187,7.322,0,1,1,1,0,1,0,0,1,1,1,1,0,232.974,758.502,2074.717,1063.867
2140,-17.778,-17.778,0,23.58,83.088,40,252.5,6.924,0,9990000,0,1410,1409.756,1416.13,57.7,6.924,17.915,36.995,0,0,19.748,1.342,1,0,0,1,0,1,1,0,0,300,294.232,7.297,0,1,1,1,0,1,0,0,1,1,1,1,0,233.049,758.724,2075.717,1064.867
2141,-17.778,-17.778,0,23.633,83.043,40,252.5,6.929,0,9990000,0,1410,1409.801,1416.138,57.639,6.929,17.914,37.043,0,0,19.743,1.349,1,0,0,1,0,1,1,0,0,300,294.15,7.336,0,1,1,1,0,1,0,0,1,1,1,1,0,232.919,758.518,2076.717,1065.867
2142,-17.778,-17.778,0,23.664,83.069,42.21,252.5,6.258,0,9990000,0,1410,1410.127,1416.082,57.574,6.965,17.906,36.859,0,0,19.708,1.163,1,0,0,1,0,1,1,0,0,300,294.208,7.306,0,1,1,1,0,1,0,0,1,1,1,1,0,233.148,758.185,2077.717,1066.867
2143,-17.778,-17.778,0,23.686,83.23,39.517,252.5,7.074,0,9990000,0,1410,1410.553,1416.273,57.5,6.859,17.903,36.864,0,0,19.701,1.17,1,0,0,1,0,1,1,0,0,300,294.188,7.305,0,1,1,1,0,1,0,0,1,1,1,1,0,233.121,758.212,2078.717,1067.867
2144,-17.778,-17.778,0,23.561,83.026,38.186,252.5,7.55,0,9990000,0,1410,1410.136,1415.999,57.608,6.936,17.901,36.95,0,0,19.712,1.225,1,0,0,1,0,1,1,0,0,300,294.358,7.311,0,1,1,1,0,1,0,0,1,1,1,1,0,233.18,758.222,2079.717,1068.867
2145,-17.778,-17.778,0,23.579,83.044,41.021,252.5,6.543,0,9990000,0,1410,1410.326,1416.581,57.626,6.881,17.897,37.056,0,0,19.685,1.284,1,0,0,1,0,1,1,0,0,300,294.154,7.301,0,1,1,1,0,1,0,0,1,1,1,1,0,233.049,758.48,2080.717,1069.867
2146,-17.778,-17.778,0,23.525,83.13,40.723,252.5,6.571,0,9990000,0,1410,1409.826,1416.771,57.686,6.775,17.928,36.898,0,0,19.774,1.334,1,0,0,1,0,1,1,0,0,300,294.229,7.302,0,1,1,1,0,1,0,0,1,1,1,1,0,232.806,758.646,2081.717,1070.867
2147,-17.778,-17.778,0,23.528,83.086,38.848,252.5,7.351,0,9990000,0,1410,1409.698,1417.161,57.676,6.941,17.932,36.818,0,0,19.784,1.283,1,0,0,1,0,1,1,0,0,300,294.137,7.301,0,1,1,1,0,1,0,0,1,1,1,1,0,232.712,758.59,2082.717,1071.867
2148,-17.778,-17.778,0,23.64,83.026,40,252.5,6.923,0,9990000,0,1410,1409.955,1416.19,57.653,6.923,17.9,37.013,0,0,19.695,1.242,1,0,0,1,0,1,1,0,0,300,294.152,7.304,0,1,1,1,0,1,0,0,1,1,1,1,0,232.837,758.524,2083.717,1072.867
2149,-17.778,-17.778,0,23.65,83.054,41.817,252.5,6.394,0,9990000,0,1410,1410.43,1416.189,57.508,6.988,17.898,37.012,0,0,19.69,1.254,1,0,0,1,0,1,1,0,0,300,294.05,7.299,0,1,1,1,0,1,0,0,1,1,1,1,0,233.213,758.528,2084.717,1073.867
2150,-17.778,-17.778,0,23.611,83.189,41.133,252.5,6.48,0,5850000,0,1410,1410.355,1416.698,57.522,6.818,17.904,36.87,0,0,19.717,1.165,1,0,0,1,0,1,1,0,0,300,294.054,7.307,0,1,1,1,0,1,0,0,1,1,1,1,0,233.009,758.423,2085.717,1074.867
2151,-17.778,-17.778,0,23.574,83.112,38.91,252.5,7.614,0,9990000,0,1410,1410.006,1416.453,57.668,7.127,17.919,36.987,0,0,19.758,1.34,1,0,0,1,0,1,1,0,0,300,294.107,7.315,0,1,1,1,0,1,0,0,1,1,1,1,0,232.897,758.77,2086.717,1075.867
2152,-17.778,-17.778,0,23.614,83.042,39.261,252.5,6.179,0,9990000,0,1410,1409.998,1417.065,57.603,5.923,17.938,36.922,0,0,19.782,1.321,1,0,0,1,0,1,1,0,0,300,294.131,7.295,0,1,1,1,0,1,0,0,1,1,1,1,0,233.18,758.721,2087.717,1076.867
2153,-17.778,-17.778,0,23.573,83.007,41.931,252.5,6.29,0,9990000,0,1410,1409.978,1416.884,57.59,6.925,17.931,36.793,0,0,19.771,1.234,1,0,0,1,0,1,1,0,0,300,294.12,7.258,0,1,1,1,0,1,0,0,1,1,1,1,0,233.164,758.357,2088.717,1077.867
2154,-17.778,-17.778,0,23.611,83.09,40.184,252.5,6.784,0,9990000,0,1410,1409.92,1416.7,57.644,6.805,17.925,36.78,0,0,19.758,1.195,1,0,0,1,0,1,1,0,0,300,294.092,7.322,0,1,1,1,0,1,0,0,1,1,1,1,0,232.934,758.516,2089.717,1078.867
2155,-17.778,-17.778,0,23.758,83.189,39.451,252.5,7.444,0,9990000,0,1410,1410.208,1416.494,57.587,7.218,17.904,36.842,0,0,19.708,1.162,1,0,0,1,0,1,1,0,0,300,294.005,7.291,0,1,1,1,0,1,0,0,1,1,1,1,0,233.233,758.431,2090.717,1079.867
2156,-17.778,-17.778,0,23.669,83.304,41.468,252.5,6.587,0,9990000,0,1410,1410.719,1416.329,57.42,6.976,17.907,36.831,0,0,19.708,1.165,1,0,0,1,0,1,1,0,0,300,293.971,7.288,0,1,1,1,0,1,0,0,1,1,1,1,0,232.872,758.298,2091.717,1080.867
2157,-17.778,-17.778,0,23.579,83.319,40.92,252.5,6.634,0,9990000,0,1410,1409.702,1416.592,57.731,6.849,17.934,36.818,0,0,19.781,1.289,1,0,0,1,0,1,1,0,0,300,294.008,7.268,0,1,1,1,0,1,0,0,1,1,1,1,0,232.993,758.476,2092.717,1081.867
2158,-17.778,-17.778,0,23.677,83.423,41.608,252.5,6.598,0,9990000,0,1410,1410.149,1416.19,57.571,7.028,17.923,36.959,0,0,19.755,1.343,1,0,0,1,0,1,1,0,0,300,294.073,7.328,0,1,1,1,0,1,0,0,1,1,1,1,0,232.989,758.827,2093.717,1082.867
2159,-17.778,-17.778,0,23.658,83.371,39.115,252.5,7.434,0,9990000,0,1410,1409.672,1416.699,57.698,6.937,17.932,36.821,0,0,19.785,1.276,1,0,0,1,0,1,1,0,0,300,294,7.28,0,1,1,1,0,1,0,0,1,1,1,1,0,232.888,758.596,2094.717,1083.867
2160,-17.778,-17.778,0,23.709,83.209,38.883,252.5,7.95,0,9990000,0,1410,1410.169,1416.387,57.59,7.54,17.902,36.79,0,0,19.722,1.16,1,0,0,1,0,1,1,0,0,300,294.059,7.312,0,1,1,1,0,1,0,0,1,1,1,1,0,232.864,758.309,2095.717,1084.867
2161,-17.778,-17.778,0,23.641,83.074,39.528,252.5,6.84,0,9990000,0,1410,1410.575,1416.31,57.477,6.656,17.903,36.871,0,0,19.718,1.17,1,0,0,1,0,1,1,0,0,300,294.036,7.301,0,1,1,1,0,1,0,0,1,1,1,1,0,232.909,758.467,2096.717,1085.867
2162,-17.778,-17.778,0,23.755,83.309,42.873,252.5,6.057,0,9990000,0,1410,1410.153,1416.118,57.598,6.938,17.9,36.962,0,0,19.703,1.216,1,0,0,1,0,1,1,0,0,300,294.126,7.363,0,1,1,1,0,1,0,0,1,1,1,1,0,232.869,758.623,2097.717,1086.867
2163,-17.778,-17.778,0,23.772,83.315,39.263,252.5,7.276,0,9990000,0,1410,1410.545,1416.106,57.545,6.927,17.903,36.967,0,0,19.703,1.227,1,0,0,1,0,1,1,0,0,300,294.099,7.332,0,1,1,1,0,1,0,0,1,1,1,1,0,232.683,758.602,2098.717,1087.867
2164,-17.778,-17.778,0,23.64,83.185,38.855,252.5,7.449,0,9990000,0,1410,1410.134,1416.614,57.58,6.942,17.929,36.812,0,0,19.775,1.232,1,0,0,1,0,1,1,0,0,300,294.041,7.313,0,1,1,1,0,1,0,0,1,1,1,1,0,233.006,758.537,2099.717,1088.867
2165,-17.778,-17.778,0,23.689,83.241,41.413,252.5,6.542,0,9990000,0,1410,1410.091,1416.554,57.533,6.931,17.927,36.799,0,0,19.761,1.214,1,0,0,1,0,1,1,0,0,300,294.012,7.285,0,1,1,1,0,1,0,0,1,1,1,1,0,232.836,758.458,2100.717,1089.867
2166,-17.778,-17.778,0,23.68,83.238,42.39,252.6,6.557,0,9990000,0,1410,1410.066,1416.079,57.59,7.218,17.901,36.969,0,0,19.693,1.229,1,0,0,1,0,1,1,0,0,300,294.011,7.35,0,1,1,1,0,1,0,0,1,1,1,1,0,232.937,758.561,2101.717,1090.867
2167,-17.778,-17.778,0,23.846,83.53,41.681,252.5,6.54,0,9990000,0,1410,1409.959,1415.915,57.614,6.939,17.91,37.058,0,0,19.727,1.347,1,0,0,1,0,1,1,0,0,300,293.942,7.302,0,1,1,1,0,1,0,0,1,1,1,1,0,232.455,758.792,2102.717,1091.867
2168,-17.778,-17.778,0,23.787,83.54,38.382,252.5,7.625,0,9990000,0,1410,1410.069,1417.011,57.492,6.908,17.925,36.772,0,0,19.756,1.205,1,0,0,1,0,1,1,0,0,300,293.964,7.356,0,1,1,1,0,1,0,0,1,1,1,1,0,232.882,758.251,2103.717,1092.867
2169,-17.778,-17.778,0,23.72,83.375,40.733,252.5,6.779,0,9990000,0,1410,1409.791,1416.985,57.632,6.923,17.916,36.789,0,0,19.731,1.177,1,0,0,1,0,1,1,0,0,300,294.056,7.348,0,1,1,1,0,1,0,0,1,1,1,1,0,232.872,758.284,2104.717,1093.867
2170,-17.778,-17.778,0,23.691,83.458,39.686,252.5,7.127,0,9990000,0,1410,1409.571,1416.233,57.678,6.912,17.917,36.988,0,0,19.753,1.342,1,0,0,1,0,1,1,0,0,300,294.017,7.335,0,1,1,1,0,1,0,0,1,1,1,1,0,232.992,758.826,2105.717,1094.867
2171,-17.778,-17.778,0,23.779,83.401,40.246,252.5,6.934,0,9990000,0,1410,1409.823,1415.895,57.649,6.924,17.906,37.07,0,0,19.708,1.334,1,0,0,1,0,1,1,0,0,300,293.943,7.308,0,1,1,1,0,1,0,0,1,1,1,1,0,232.792,758.764,2106.717,1095.867
2172,-17.778,-17.778,0,23.76,83.369,39.658,252.5,7.179,0,9990000,0,1410,1409.553,1416.332,57.769,6.974,17.924,36.961,0,0,19.753,1.344,1,0,0,1,0,1,1,0,0,300,293.977,7.341,0,1,1,1,0,1,0,0,1,1,1,1,0,232.911,758.714,2107.717,1096.867
2173,-17.778,-17.778,0,23.862,83.256,42.621,252.5,6.143,0,9990000,0,1410,1409.718,1416.774,57.678,6.901,17.933,36.79,0,0,19.78,1.265,1,0,0,1,0,1,1,0,0,300,293.944,7.309,0,1,1,1,0,1,0,0,1,1,1,1,0,232.69,758.459,2108.717,1097.867
2174,-17.778,-17.778,0,23.836,83.261,40.549,252.6,6.936,0,9990000,0,1410,1410.185,1416.39,57.561,6.922,17.907,36.848,0,0,19.712,1.162,1,0,0,1,0,1,1,0,0,300,293.994,7.298,0,1,1,1,0,1,0,0,1,1,1,1,0,232.79,758.613,2109.717,1098.867
2175,-17.778,-17.778,0,23.776,83.313,37.5,252.5,7.888,0,9990000,0,1410,1410.341,1415.89,57.547,6.926,17.901,37.043,0,0,19.691,1.284,1,0,0,1,0,1,1,0,0,300,293.949,7.286,0,1,1,1,0,1,0,0,1,1,1,1,0,233.024,758.683,2110.717,1099.867
2176,-17.778,-17.778,0,23.641,83.205,40.025,252.6,7.144,0,9990000,0,1410,1409.504,1416.473,57.729,6.929,17.924,36.945,0,0,19.764,1.337,1,0,0,1,0,1,1,0,0,300,293.966,7.3,0,1,1,1,0,1,0,0,1,1,1,1,0,232.838,758.903,2111.717,1100.867
2177,-17.778,-17.778,0,23.69,83.176,42.537,252.5,6.179,0,9990000,0,1410,1409.841,1416.349,57.674,6.916,17.915,36.795,0,0,19.735,1.17,1,0,0,1,0,1,1,0,0,300,293.995,7.297,0,1,1,1,0,1,0,0,1,1,1,1,0,232.7,758.432,2112.717,1101.867
2178,-17.778,-17.778,0,23.701,83.387,41.795,252.5,6.458,0,9990000,0,1410,1409.891,1415.791,57.61,6.929,17.903,36.887,0,0,19.714,1.174,1,0,0,1,0,1,1,0,0,300,293.99,7.282,0,1,1,1,0,1,0,0,1,1,1,1,0,233.043,758.607,2113.717,1102.867
2179,-17.778,-17.778,0,23.593,83.487,40.995,252.5,6.793,0,9990000,0,1410,1409.708,1416.191,57.732,6.936,17.916,37.011,0,0,19.755,1.345,1,0,0,1,0,1,1,0,0,300,293.978,7.33,0,1,1,1,0,1,0,0,1,1,1,1,0,232.922,758.816,2114.717,1103.867
2180,-17.778,-17.778,0,23.706,83.654,41.461,252.5,5.929,0,9990000,0,1410,1410.457,1416.254,57.538,6.098,17.902,37.067,0,0,19.707,1.248,1,0,0,1,0,1,1,0,0,300,294.028,7.301,0,1,1,1,0,1,0,0,1,1,1,1,0,232.668,758.752,2115.717,1104.867
2181,-17.778,-17.778,0,23.606,83.664,43.287,252.6,5.935,0,9990000,0,1410,1409.851,1416.953,57.681,6.642,17.924,36.944,0,0,19.768,1.338,1,0,0,1,0,1,1,0,0,300,294.046,7.329,0,1,1,1,0,1,0,0,1,1,1,1,0,232.674,759.019,2116.717,1105.867
2182,-17.778,-17.778,0,23.757,83.764,42.578,252.5,6.347,0,9990000,0,1410,1410.397,1416.78,57.435,6.951,17.906,36.837,0,0,19.717,1.161,1,0,0,1,0,1,1,0,0,300,294.112,7.352,0,1,1,1,0,1,0,0,1,1,1,1,0,232.591,758.779,2117.717,1106.867
2183,-17.778,-17.778,0,23.741,84.095,45.052,252.6,6.545,0,9990000,0,1410,1409.734,1416.563,57.599,7.764,17.907,36.957,0,0,19.721,1.345,1,0,0,1,0,1,1,0,0,300,294.077,7.301,0,1,1,1,0,1,0,0,1,1,1,1,0,233.057,759.105,2118.717,1107.867
2184,-17.778,-17.778,0,23.629,84.218,41.403,252.6,7.238,0,9990000,0,1410,1409.458,1416.873,57.748,7.125,17.932,36.899,0,0,19.777,1.323,1,0,0,1,0,1,1,0,0,300,294.167,7.379,0,1,1,1,0,1,0,0,1,1,1,1,0,232.846,758.902,2119.717,1108.867
2185,-17.778,-17.778,0,23.536,84.068,40.76,252.6,7.16,0,9990000,0,1410,1410.145,1416.571,57.575,6.94,17.932,36.866,0,0,19.774,1.32,1,0,0,1,0,1,1,0,0,300,294.168,7.298,0,1,1,1,0,1,0,0,1,1,1,1,0,232.609,758.869,2120.733,1109.883
2186,-17.778,-17.778,0,23.651,84.362,44.576,252.6,5.931,0,9990000,0,1410,1409.863,1416.016,57.607,6.935,17.907,37.056,0,0,19.712,1.343,1,0,0,1,0,1,1,0,0,300,294.229,7.297,0,1,1,1,0,1,0,0,1,1,1,1,0,233.205,758.99,2121.75,1110.9
2187,-17.778,-17.778,0,23.669,84.181,39.232,252.6,7.705,0,9990000,0,1410,1409.669,1416.579,57.69,6.927,17.933,36.828,0,0,19.781,1.281,1,0,0,1,0,1,1,0,0,300,294.194,7.333,0,1,1,1,0,1,0,0,1,1,1,1,0,232.814,758.604,2122.75,1111.9
2189,-17.778,-17.778,0,23.73,84.206,42.572,252.6,6.778,0,9990000,0,1410,1410.129,1416.116,57.518,7.136,17.899,36.985,0,0,19.691,1.238,1,0,0,1,0,1,1,0,0,300,294.196,7.322,0,1,1,1,0,1,0,0,1,1,1,1,0,233.184,758.662,2123.767,1112.917
2190,-17.778,-17.778,0,23.758,84.362,42.664,252.6,7.02,0,9990000,0,1410,1410.136,1416.232,57.544,7.399,17.904,36.798,0,0,19.702,1.161,1,0,0,1,0,1,1,0,0,300,294.13,7.358,0,1,1,1,0,1,0,0,1,1,1,1,0,232.854,758.445,2124.767,1113.917
2191,-17.778,-17.778,0,23.605,84.487,41.044,252.6,6.844,0,9990000,0,1410,1409.777,1416.593,57.589,6.603,17.931,36.907,0,0,19.796,1.317,1,0,0,1,0,1,1,0,0,300,294.063,7.319,0,1,1,1,0,1,0,0,1,1,1,1,0,233.182,758.737,2125.767,1114.917
2192,-17.778,-17.778,0,23.69,84.359,40.26,252.6,6.95,0,9990000,0,1410,1410.202,1416.193,57.514,6.474,17.908,36.873,0,0,19.713,1.168,1,0,0,1,0,1,1,0,0,300,294.052,7.325,0,1,1,1,0,1,0,0,1,1,1,1,0,233.014,758.641,2126.767,1115.917
2193,-17.778,-17.778,0,23.733,84.369,42.491,252.6,6.65,0,9990000,0,1410,1410.078,1416.481,57.605,7.014,17.914,36.791,0,0,19.732,1.166,1,0,0,1,0,1,1,0,0,300,294.026,7.308,0,1,1,1,0,1,0,0,1,1,1,1,0,232.86,758.462,2127.783,1116.933
2194,-17.778,-17.778,0,23.661,84.537,43.306,252.6,6.298,0,3710000,0,1410,1409.465,1416.066,57.736,6.897,17.916,36.979,0,0,19.757,1.343,1,0,0,1,0,1,1,0,0,300,294.08,7.341,0,1,1,1,0,1,0,0,1,1,1,1,0,232.758,758.995,2128.783,1117.933
2195,-17.778,-17.778,0,23.551,84.342,38.267,252.5,8.275,0,9990000,0,1410,1409.503,1416.696,57.781,7.215,17.928,36.799,0,0,19.774,1.24,1,0,0,1,0,1,1,0,0,300,294.026,7.294,0,1,1,1,0,1,0,0,1,1,1,1,0,232.532,758.637,2129.783,1118.933
2196,-17.778,-17.778,0,23.656,84.275,41.357,252.6,6.936,0,9990000,0,1410,1409.851,1416.718,57.681,6.905,17.932,36.791,0,0,19.775,1.255,1,0,0,1,0,1,1,0,0,300,294.027,7.29,0,1,1,1,0,1,0,0,1,1,1,1,0,232.656,758.656,2130.783,1119.933
2197,-17.778,-17.778,0,23.633,84.243,41.064,252.6,7.084,0,9990000,0,1410,1409.63,1416.673,57.755,6.91,17.932,36.81,0,0,19.788,1.275,1,0,0,1,0,1,1,0,0,300,294.02,7.308,0,1,1,1,0,1,0,0,1,1,1,1,0,232.787,758.671,2131.783,1120.933
2198,-17.778,-17.778,0,23.74,84.21,41.527,252.6,7.039,0,9990000,0,1410,1410.382,1416.042,57.505,7.039,17.901,36.966,0,0,19.703,1.212,1,0,0,1,0,1,1,0,0,300,294.1,7.307,0,1,1,1,0,1,0,0,1,1,1,1,0,232.838,758.574,2132.783,1121.933
2199,-17.778,-17.778,0,23.693,84.28,40.112,252.5,9.156,0,9990000,0,1410,1409.489,1416.124,57.728,8.751,17.92,36.814,0,0,19.752,1.331,1,0,0,1,0,1,1,0,0,300,294.132,7.337,0,1,1,1,0,1,0,0,1,1,1,1,0,232.52,758.966,2133.783,1122.933
2200,-17.778,-17.778,0,23.861,84.086,38.799,252.6,7.766,0,9990000,0,1410,1410.468,1416.255,57.47,6.916,17.901,36.939,0,0,19.705,1.201,1,0,0,1,0,1,1,0,0,300,294.123,7.307,0,1,1,1,0,1,0,0,1,1,1,1,0,233.057,758.775,2134.783,1123.933
2201,-17.778,-17.778,0,23.748,84.136,44.722,252.6,5.719,0,9990000,0,1410,1410.18,1416.148,57.457,6.923,17.907,37.076,0,0,19.709,1.337,1,0,0,1,0,1,1,0,0,300,294.069,7.286,0,1,1,1,0,1,0,0,1,1,1,1,0,232.928,759.175,2135.783,1124.933
2202,-17.778,-17.778,0,23.819,83.834,41.217,252.6,6.974,0,9990000,0,1410,1409.964,1415.703,57.567,6.938,17.904,36.916,0,0,19.707,1.199,1,0,0,1,0,1,1,0,0,300,294.082,7.282,0,1,1,1,0,1,0,0,1,1,1,1,0,232.829,758.774,2136.783,1125.933
2203,-17.778,-17.778,0,23.741,84.027,38.956,252.5,7.556,0,9990000,0,1410,1409.835,1416.288,57.635,6.89,17.922,36.793,0,0,19.757,1.183,1,0,0,1,0,1,1,0,0,300,294.098,7.329,0,1,1,1,0,1,0,0,1,1,1,1,0,232.677,759.008,2137.783,1126.933
2204,-17.778,-17.778,0,23.723,83.911,39.216,252.5,7.443,0,9990000,0,1410,1409.804,1416.143,57.695,6.941,17.924,36.784,0,0,19.751,1.211,1,0,0,1,0,1,1,0,0,300,294.088,7.306,0,1,1,1,0,1,0,0,1,1,1,1,0,232.742,758.855,2138.783,1127.933
2205,-17.778,-17.778,0,23.614,83.798,43.053,252.6,6.066,0,9990000,0,1410,1410.406,1416.347,57.566,6.768,17.923,36.778,0,0,19.75,1.203,1,0,0,1,0,1,1,0,0,300,294.106,7.332,0,1,1,1,0,1,0,0,1,1,1,1,0,232.652,758.736,2139.8,1128.95
2206,-17.778,-17.778,0,23.742,83.906,41.379,252.6,6.89,0,9990000,0,1410,1409.76,1416.941,57.642,6.952,17.931,36.828,0,0,19.778,1.303,1,0,0,1,0,1,1,0,0,300,294.009,7.307,0,1,1,1,0,1,0,0,1,1,1,1,0,232.818,758.835,2140.8,1129.95
2207,-17.778,-17.778,0,23.686,83.89,40.06,252.6,7.342,0,9990000,0,1410,1409.68,1416.151,57.694,6.932,17.908,37.056,0,0,19.728,1.342,1,0,0,1,0,1,1,0,0,300,294.006,7.331,0,1,1,1,0,1,0,0,1,1,1,1,0,232.864,759.075,2141.817,1130.967
2208,-17.778,-17.778,0,23.724,83.849,41.164,252.5,6.894,0,9990000,0,1410,1409.87,1416.451,57.721,6.925,17.917,36.798,0,0,19.74,1.172,1,0,0,1,0,1,1,0,0,300,294.017,7.276,0,1,1,1,0,1,0,0,1,1,1,1,0,232.742,758.665,2142.833,1131.983
2209,-17.778,-17.778,0,23.673,83.851,37.803,252.5,8.002,0,9990000,0,1410,1410.016,1415.943,57.622,6.952,17.914,37.055,0,0,19.728,1.346,1,0,0,1,0,1,1,0,0,300,294,7.306,0,1,1,1,0,1,0,0,1,1,1,1,0,232.657,759.217,2143.85,1133
2210,-17.778,-17.778,0,23.619,83.406,36.84,252.5,8.623,0,9990000,0,1410,1410.103,1416.025,57.636,7.476,17.889,36.982,0,0,19.681,1.286,1,0,0,1,0,1,1,0,0,300,293.978,7.281,0,1,1,1,0,1,0,0,1,1,1,1,0,232.666,758.877,2144.85,1134
2211,-17.778,-17.778,0,23.79,83.168,39.027,252.5,7.288,0,9990000,0,1410,1409.684,1416.55,57.754,6.883,17.932,36.83,0,0,19.791,1.301,1,0,0,1,0,1,1,0,0,300,294.001,7.305,0,1,1,1,0,1,0,0,1,1,1,1,0,232.881,759.009,2145.867,1135.017
2212,-17.778,-17.778,0,23.723,83.095,38.527,252.5,7.421,0,9990000,0,1410,1409.849,1416.37,57.653,6.909,17.928,36.907,0,0,19.774,1.331,1,0,0,1,0,1,1,0,0,300,294.15,7.329,0,1,1,1,0,1,0,0,1,1,1,1,0,232.997,758.936,2146.883,1136.033
2213,-17.778,-17.778,0,23.704,82.902,40.184,252.5,6.895,0,9990000,0,1410,1409.601,1416.35,57.681,6.936,17.925,36.781,0,0,19.76,1.204,1,0,0,1,0,1,1,0,0,300,294.019,7.279,0,1,1,1,0,1,0,0,1,1,1,1,0,232.725,758.703,2147.883,1137.033
2214,-17.778,-17.778,0,23.68,82.897,39.228,252.5,7.203,0,9990000,0,1410,1409.955,1415.595,57.644,6.936,17.908,37.069,0,0,19.709,1.337,1,0,0,1,0,1,1,0,0,300,294.12,7.329,0,1,1,1,0,1,0,0,1,1,1,1,0,232.941,759.013,2148.883,1138.033
2215,-17.778,-17.778,0,23.709,82.88,40.364,252.5,6.825,0,9990000,0,1410,1410.278,1416.127,57.47,6.927,17.915,36.795,0,0,19.732,1.168,1,0,0,1,0,1,1,0,0,300,293.985,7.286,0,1,1,1,0,1,0,0,1,1,1,1,0,232.702,758.713,2149.883,1139.033
2216,-17.778,-17.778,0,23.642,82.976,40.474,252.5,6.437,0,9990000,0,1410,1410.081,1416.577,57.582,6.58,17.933,36.818,0,0,19.784,1.291,1,0,0,1,0,1,1,0,0,300,294.049,7.31,0,1,1,1,0,1,0,0,1,1,1,1,0,232.898,758.947,2150.883,1140.033
2217,-17.778,-17.778,0,23.91,82.974,40.897,252.5,6.68,0,9990000,0,1410,1410.44,1415.594,57.39,6.946,17.9,37.068,0,0,19.695,1.297,1,0,0,1,0,1,1,0,0,300,293.944,7.305,0,1,1,1,0,1,0,0,1,1,1,1,0,232.708,759.286,2151.883,1141.033
2218,-17.778,-17.778,0,23.836,82.885,39.04,252.5,7.276,0,9990000,0,1410,1409.296,1416.229,57.701,6.928,17.933,36.843,0,0,19.781,1.305,1,0,0,1,0,1,1,0,0,300,293.92,7.282,0,1,1,1,0,1,0,0,1,1,1,1,0,232.783,758.852,2152.883,1142.033
2219,-17.778,-17.778,0,23.755,82.885,40.674,252.5,6.769,0,9990000,0,1410,1409.905,1415.828,57.569,6.919,17.907,37.064,0,0,19.715,1.339,1,0,0,1,0,1,1,0,0,300,294.101,7.309,0,1,1,1,0,1,0,0,1,1,1,1,0,232.757,759.128,2153.883,1143.033
